순번,종류,파일명,블록,블록제목,비트,장소,컷,조명,초,프롬프트
169,영상,13블-b4-v1.mp4,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b4,조선 조선소 작업장,k1→k2,B,21,"Locked-off camera with no movement at all, only the subject moves. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
170,이미지,13블-b4-k2.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b4,조선 조선소 작업장,k2/3,B,21,"the same scene from the same camera height, progressively closer (2 of 3), tight close-up, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
170,영상,13블-b4-v2.mp4,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b4,조선 조선소 작업장,k2→k3,B,21,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
171,이미지,13블-b4-k3.png,13,과장을 걷어낸 진짜 거북선 스펙 요약 그래픽,b4,조선 조선소 작업장,k3/3,B,21,"the same scene from the same camera height, closest framing of this beat, tight close-up, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
172,이미지,14블-b1-k1.png,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b1,한산도 앞바다 해협,k1/4,B,22,"Strait off Hansan Island, open sea battlefield with distant cliffs, dawn mist, extreme wide establishing shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
172,영상,14블-b1-v1.mp4,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b1,한산도 앞바다 해협,k1→k2,B,22,"Very slow forward dolly at constant camera height. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
173,이미지,14블-b1-k2.png,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b1,한산도 앞바다 해협,k2/4,B,22,"the same scene from the same camera height, progressively closer (2 of 4), extreme wide establishing shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
173,영상,14블-b1-v2.mp4,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b1,한산도 앞바다 해협,k2→k3,B,22,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
174,이미지,14블-b1-k3.png,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b1,한산도 앞바다 해협,k3/4,B,22,"the same scene from the same camera height, progressively closer (3 of 4), extreme wide establishing shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
174,영상,14블-b1-v3.mp4,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b1,한산도 앞바다 해협,k3→k4,B,22,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
175,이미지,14블-b1-k4.png,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b1,한산도 앞바다 해협,k4/4,B,22,"the same scene from the same camera height, closest framing of this beat, extreme wide establishing shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
176,이미지,14블-b2-k1.png,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b2,여수 수군 진영,k1/4,B,22,"Yeosu naval garrison camp with wooden command platform and banners, wide shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
176,영상,14블-b2-v1.mp4,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b2,여수 수군 진영,k1→k2,B,22,"Slow crane up at constant speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
177,이미지,14블-b2-k2.png,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b2,여수 수군 진영,k2/4,B,22,"the same scene from the same camera height, progressively closer (2 of 4), wide shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
177,영상,14블-b2-v2.mp4,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b2,여수 수군 진영,k2→k3,B,22,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
178,이미지,14블-b2-k3.png,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b2,여수 수군 진영,k3/4,B,22,"the same scene from the same camera height, progressively closer (3 of 4), wide shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
178,영상,14블-b2-v3.mp4,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b2,여수 수군 진영,k3→k4,B,22,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
179,이미지,14블-b2-k4.png,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b2,여수 수군 진영,k4/4,B,22,"the same scene from the same camera height, closest framing of this beat, wide shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
180,이미지,14블-b3-k1.png,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b3,거북선 갑판 내부,k1/4,B,22,"Interior deck of turtle ship, cramped wooden beams, oar benches, dim lantern light, medium shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
180,영상,14블-b3-v1.mp4,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b3,거북선 갑판 내부,k1→k2,B,22,"Slow lateral tracking move to the right. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
181,이미지,14블-b3-k2.png,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b3,거북선 갑판 내부,k2/4,B,22,"the same scene from the same camera height, progressively closer (2 of 4), medium shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
181,영상,14블-b3-v2.mp4,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b3,거북선 갑판 내부,k2→k3,B,22,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
182,이미지,14블-b3-k3.png,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b3,거북선 갑판 내부,k3/4,B,22,"the same scene from the same camera height, progressively closer (3 of 4), medium shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
182,영상,14블-b3-v3.mp4,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b3,거북선 갑판 내부,k3→k4,B,22,"Continue the same move at identical speed. No rotation, no zoom, no camera shake. Painterly brush texture and paper grain preserved."
183,이미지,14블-b3-k4.png,14,세계 해군사관학교가 이순신을 연구하는 자료 화면,b3,거북선 갑판 내부,k4/4,B,22,"the same scene from the same camera height, closest framing of this beat, medium shot, low winter sun raking from the side, long cast shadows, warm ochre rim light against cool grey, 조선중기1550-1650, 용머리 장식, 철정(쇠못), 소나무 선체 판자, 참나무 나무못, [CAST], [LOCK] , [R-PAINT] , [STYLE] --ar 16:9 --sref [SEED] --sw 110 --no [FORBIDDEN]"
